"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Slovak Republic","SVK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.60209","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Swaziland","SWZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","57.38439","","","","","","","","","","69.68347","","","","","","","","","","","","","","83.15462","","","","","","","","","","83.90015","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.93166","","","","","","","87.01516","","","","","","","","91.40732","","","","","","","","93.46392","","","","","","","",
"Syrian Arab Republic","SYR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","73.58422","","","","","","","","","","","","","","","","","","","","","91.02857","","87.75814","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2606","","","","","","","40.82706","","","","39.36825","","","","","","","","","","","38.9182","31.32879","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.72574","","","","","","70.27027","","","71.16635","","74.05682","","","","77.25943","","",
"Thailand","THA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","92.21296","","","","","","","","","","","","","","","","","","","","94.90157","","","","","95.60024","","","","","96.43502","","","95.25126","","94.65912","","",
"Tajikistan","TJK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.79109","","","","","","","","","","","99.68399","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.32498","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.3","","","","","","58.5","","","63.59179","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","99.65866","","","","","","","","","","","","","","","","","","","","98.83406","","","","","","","","","","98.95388","","","","","99.3351","","","","","","",
"South Asia (IDA & IBRD)","TSA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","96.52153","","","","","","","","","","98.0098","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.40723","","","","","","","","","","","","","","","","","","","","83.38509","","","86.05368","86.37581","","87.37573","87.76076","88.47578","","86.06012","","","",
"Turkey","TUR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","77.50394","","","","","81.44944","","","","","87.61972","","","","","89.84703","","","","","","","","","","","","","","95.27349","96.00062","95.99562","96.20186","","96.37771","97.29981","97.93499","98.2629","98.40137","98.49679","98.57562","","",
"Tuvalu","TUV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.36571","","","","","","","","","","","","","","77.5064","","","","","","","","75.4678","","83.37769","","","83.20485","","",
"Uganda","UGA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.19809","","","","","","","","","","","78.30402","","","","81.38859","","","","82.63139","","79.12304","","","","","",
"Ukraine","UKR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.74343","","","","","","","","","","","99.99394","","","","","",
"Upper middle income","UMC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","79.84701","79.94806","80.55845","81.15959","81.72274","82.3059","82.60137","83.4569","84.0811","84.62036","85.11736","85.62252","87.88958","88.2498","88.05621","89.01099","89.356","89.67591","89.98929","90.31363","90.57908","93.19727","93.43358","93.63536","93.92718","94.06091","94.12834","94.54499","94.81309","95.0414","95.13849","95.66252","95.82428","95.80356","95.82356","96.02188","96.10452","96.14528","96.27109","96.4173","96.52922","",
"Uruguay","URY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","93.38826","","","","","","","","","","94.83361","","","","","","","","","","","96.24453","","","","","","","","","","97.44478","97.42169","97.83128","97.97242","97.61017","98.02311","98.10397","98.06342","98.02507","98.14592","","",
"United States","USA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.16444","","","","","","","","","","","","","99.99383","99.98519","99.99204","","",
"St. Vincent and the Grenadines","VCT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","95.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","86.48933","","","","","","","","","90.67252","","","","","","","","","","","93.25745","","","","","","95.38173","","95.67537","","94.50232","","","","96.65108","97.03911","",
"British Virgin Islands","VGB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","90.38147","","","","","","","","","","93.00299","","","","","","","","","","93.91826","93.93268","","","","","","","","","95.78533","","","","","","","","",
"Vanuatu","VUT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","57.3351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","76.81562","76.95635","77.29126","77.61507","77.77881","78.12528","78.45776","78.86616","79.21419","79.52941","79.8317","80.26404","81.4913","81.77428","81.86724","82.25869","82.70818","83.03909","83.30746","83.56427","83.8325","85.02886","86.25767","86.47976","86.61182","86.7612","87.06933","87.51219","87.90378","87.93877","87.83599","88.0615","88.34391","88.55743","88.64463","88.46042","89.2824","89.35796","89.55434","89.7069","89.83772","",
"Samoa","WSM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.41569","","","","","","","","","","","","","","","","","","","","98.88192","","","","","","",
"Kosovo","XKX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.72475","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","77.5256","","","","","","","","","","","","","","","","84.07138","","","","","","","","","","","90.71759","","94.12146","94.14385","94.24509","94.96372","","95.28685","95.39653","","",
"Zambia","ZMB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.03734","","","","","","","","","76.25402","","","80.91286","","","","","71.94744","","","88.68403","","","","","","","",
"Zimbabwe","ZWE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","84.17463","","","","","","","","","","88.89338","","","","","","","","","","","","","","","","","","","87.76481","","","89.18537","","","",
